ID,Nome,Grupo,Ácidos gordos saturados,Ácidos gordos monoinsaturados,Ácidos gordos polinsaturados,Ácido linoleico,Hidratos de carbono,Sal,Fibra alimentar,Proteína,Álcool,Água,Ácidos orgânicos,Colesterol,Vitamina A total,Caroteno,Vitamina D,a-tocoferol,Tiamina,Riboflavina,Equivalentes de niacina,Niacina,Vitamina B6,Vitamina B12,Vitamina C,Folatos,Cinza,Sódio,Potássio,Cálcio,Fósforo,Magnésio,Ferro,Zinco
909,Sopa caldo verde,Sopas Molhos e Diversos,0.3 g,1.1 g,0.2 g,0.159 g,5.3 g,650 mg,0.8 g,1.3 g,0 g,89.7 g,0 g,1 mg,50 µg,299 µg,0 µg,0.22 mg,0.07 mg,0.02 mg,0.86 mg,0.45 mg,0.1 mg,0.02 µg,12 mg,11 µg,1.22 g,260 mg,110 mg,39 mg,19 mg,6.8 mg,0.2 mg,0.2 mg
910,Sopa canja de galinha,Sopas Molhos e Diversos,0.2 g,0.3 g,0.2 g,0.177 g,5.8 g,580 mg,0.2 g,2 g,0 g,90.4 g,0 g,6 mg,1 µg,0 µg,0 µg,0.03 mg,0.01 mg,0.02 mg,1.14 mg,0.49 mg,0.04 mg,0.02 µg,0.2 mg,1.8 µg,0.764 g,230 mg,21 mg,6.2 mg,17 mg,6 mg,0.1 mg,0.2 mg
911,Sopa de cebola,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.111 g,5.4 g,580 mg,0.6 g,0.8 g,0 g,90.9 g,0 g,0 mg,0 µg,0 µg,0 µg,0.28 mg,0.05 mg,0 mg,0.57 mg,0.3 mg,0.09 mg,0 µg,2.7 mg,6.1 µg,0.905 g,230 mg,90 mg,10 mg,14 mg,6.2 mg,0.1 mg,0.2 mg
912,Sopa de couve branca,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.1 g,5.4 g,600 mg,1 g,0.8 g,0 g,90.4 g,0 g,0 mg,134 µg,805 µg,0 µg,0.31 mg,0.05 mg,0.01 mg,0.67 mg,0.36 mg,0.1 mg,0 µg,5 mg,9.5 µg,0.916 g,240 mg,130 mg,15 mg,17 mg,6 mg,0.2 mg,0.1 mg
913,Sopa de couve lombarda,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.1 g,5.3 g,600 mg,1.1 g,0.9 g,0 g,90.3 g,0 g,0 mg,152 µg,914 µg,0 µg,0.31 mg,0.05 mg,0.01 mg,0.73 mg,0.39 mg,0.09 mg,0 µg,6.6 mg,16 µg,0.978 g,240 mg,130 mg,15 mg,20 mg,6.4 mg,0.2 mg,0.1 mg
914,Sopa creme de cenoura,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.0914 g,4.4 g,600 mg,0.8 g,0.6 g,0 g,91.9 g,0 g,0 mg,160 µg,960 µg,0 µg,0.3 mg,0.04 mg,0.01 mg,0.56 mg,0.32 mg,0.07 mg,0 µg,2.3 mg,7.4 µg,0.874 g,240 mg,110 mg,12 mg,13 mg,5.5 mg,0.2 mg,0.1 mg
915,Sopa de cozido,Sopas Molhos e Diversos,0.5 g,0.6 g,0.1 g,0.1 g,2.9 g,600 mg,0.7 g,2.6 g,0 g,92.2 g,0 g,5 mg,50 µg,305 µg,0.0 µg,0.1 mg,0.03 mg,0.02 mg,1.1 mg,0.6 mg,0.06 mg,0.2 µg,7 mg,13 µg,0.90 g,240 mg,110 mg,14 mg,38 mg,7 mg,0.2 mg,0.4 mg
916,Sopa de ervilhas,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.134 g,6.4 g,600 mg,1.3 g,1.6 g,0 g,88.1 g,0 g,0 mg,71 µg,427 µg,0 µg,0.28 mg,0.12 mg,0.01 mg,0.89 mg,0.42 mg,0.1 mg,0 µg,4.2 mg,11 µg,0.977 g,240 mg,140 mg,12 mg,30 mg,7.3 mg,0.3 mg,0.2 mg
917,Sopa de espinafres,Sopas Molhos e Diversos,0.2 g,1.1 g,0.2 g,0.109 g,4.8 g,620 mg,0.8 g,1 g,0 g,90.7 g,0 g,0 mg,102 µg,613 µg,0 µg,0.53 mg,0.04 mg,0.03 mg,0.62 mg,0.27 mg,0.08 mg,0 µg,5.3 mg,18 µg,0.999 g,250 mg,110 mg,22 mg,16 mg,11 mg,0.4 mg,0.2 mg
918,Sopa de favas,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.105 g,6.4 g,600 mg,1.5 g,1.8 g,0 g,87.8 g,0 g,0 mg,66 µg,394 µg,0 µg,0.32 mg,0.05 mg,0.01 mg,0.94 mg,0.43 mg,0.09 mg,0 µg,4.5 mg,18 µg,0.965 g,240 mg,130 mg,11 mg,24 mg,8.3 mg,0.2 mg,0.2 mg
919,Sopa de feijão verde,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.103 g,5.8 g,600 mg,1 g,0.9 g,0 g,89.8 g,0 g,0 mg,98 µg,588 µg,0 µg,0.3 mg,0.05 mg,0.01 mg,0.76 mg,0.4 mg,0.1 mg,0 µg,3.8 mg,12 µg,0.984 g,240 mg,130 mg,13 mg,17 mg,6.9 mg,0.2 mg,0.1 mg
920,Sopa de grão com espinafres,Sopas Molhos e Diversos,0.3 g,1.2 g,0.4 g,0.373 g,7 g,600 mg,1.8 g,2.4 g,0 g,85.6 g,0 g,0 mg,40 µg,243 µg,0 µg,0.63 mg,0.04 mg,0.02 mg,0.67 mg,0.22 mg,0.06 mg,0 µg,2.1 mg,16 µg,1.11 g,240 mg,110 mg,24 mg,29 mg,15 mg,0.7 mg,0.4 mg
921,Sopa juliana,Sopas Molhos e Diversos,0.1 g,0.7 g,0.1 g,0.0674 g,4.3 g,600 mg,1 g,0.9 g,0 g,91.9 g,0 g,0 mg,90 µg,543 µg,0 µg,0.2 mg,0.05 mg,0.01 mg,0.64 mg,0.33 mg,0.08 mg,0 µg,7.4 mg,16 µg,0.968 g,240 mg,110 mg,14 mg,18 mg,5.9 mg,0.1 mg,0.1 mg
922,Sopa de nabiças (ou de grelos de nabo),Sopas Molhos e Diversos,0.2 g,0.9 g,0.1 g,0.110 g,5.8 g,600 mg,1.1 g,1 g,0 g,89.8 g,0 g,0 mg,109 µg,654 µg,0 µg,0.38 mg,0.06 mg,0.01 mg,0.86 mg,0.46 mg,0.11 mg,0 µg,8.6 mg,13 µg,1.01 g,240 mg,140 mg,24 mg,19 mg,7.6 mg,0.2 mg,0.1 mg
923,Sopa de peixe com massa,Sopas Molhos e Diversos,0.2 g,0.7 g,0.2 g,0.173 g,5.8 g,600 mg,0.7 g,2.8 g,0 g,88.6 g,0 g,2 mg,12 µg,70 µg,0.5 µg,0.34 mg,0.03 mg,0.01 mg,0.95 mg,0.34 mg,0.04 mg,0.05 µg,1.9 mg,4.9 µg,0.914 g,240 mg,66 mg,10 mg,35 mg,8 mg,0.2 mg,0.2 mg
924,Sopa puré de feijão,Sopas Molhos e Diversos,0.2 g,1.2 g,0.2 g,0.128 g,4.4 g,600 mg,1.9 g,1.6 g,0 g,89.5 g,0 g,0 mg,66 µg,396 µg,0 µg,0.28 mg,0.03 mg,0.01 mg,0.54 mg,0.19 mg,0.04 mg,0 µg,3.9 mg,16 µg,0.966 g,240 mg,88 mg,21 mg,26 mg,13 mg,0.4 mg,0.3 mg
925,Sopa puré de vegetais,Sopas Molhos e Diversos,0.2 g,1.1 g,0.1 g,0.105 g,5.5 g,600 mg,1 g,1 g,0 g,90 g,0 g,0 mg,74 µg,445 µg,0 µg,0.28 mg,0.06 mg,0.01 mg,0.74 mg,0.39 mg,0.1 mg,0 µg,6.9 mg,15 µg,0.992 g,240 mg,130 mg,14 mg,19 mg,6.6 mg,0.2 mg,0.1 mg
926,Maionese caseira com ovo e azeite,Sopas Molhos e Diversos,10.6 g,54.6 g,5.3 g,4.8 g,0 g,300 mg,0 g,4 g,0 g,24 g,0.2 g,122 mg,60 µg,0 µg,0.5 µg,10 mg,0.02 mg,0.13 mg,1.1 mg,0.01 mg,0.11 mg,0.29 µg,0 mg,15 µg,0.40 g,120 mg,40 mg,13 mg,55 mg,4 mg,0.6 mg,0.4 mg
927,Maionese caseira com ovo e óleo de soja,Sopas Molhos e Diversos,11.3 g,16.1 g,38.2 g,34.9 g,0 g,300 mg,0 g,3.9 g,0 g,24.6 g,0.2 g,122 mg,60 µg,0 µg,0.5 µg,12 mg,0.02 mg,0.13 mg,1.1 mg,0.01 mg,0.11 mg,0.3 µg,0 mg,15 µg,0.50 g,120 mg,40 mg,13 mg,55 mg,4 mg,0.6 mg,0.4 mg
928,Molho Béchamel com manteiga,Sopas Molhos e Diversos,4.7 g,1.9 g,0.3 g,0.2 g,9.6 g,580 mg,0.2 g,4 g,0 g,77.8 g,0 g,27 mg,60 µg,12 µg,0.0 µg,0.2 mg,0.02 mg,0.11 mg,1.3 mg,0.3 mg,0.04 mg,0.1 µg,0 mg,0.7 µg,1.30 g,230 mg,180 mg,130 mg,110 mg,13 mg,0.3 mg,0.6 mg
929,Molho Béchamel com margarina,Sopas Molhos e Diversos,4.8 g,1.9 g,2.2 g,1.9 g,9.9 g,650 mg,0.2 g,3.6 g,0 g,76 g,0 g,9 mg,70 µg,40 µg,0.0 µg,0.1 mg,0.02 mg,0.11 mg,1.3 mg,0.3 mg,0.04 mg,0.1 µg,0 mg,0.7 µg,1.00 g,260 mg,180 mg,130 mg,110 mg,13 mg,0.3 mg,0.6 mg
930,Molho branco com caldo de carne de vaca,Sopas Molhos e Diversos,4.6 g,2 g,2.5 g,2.2 g,6.8 g,1920 mg,0.3 g,1.1 g,0 g,80.9 g,0 g,0 mg,48 µg,34 µg,0.0 µg,0 mg,0.01 mg,0 mg,0.5 mg,0.2 mg,0.01 mg,0.08 µg,0 mg,2.6 µg,2.00 g,770 mg,26 mg,13 mg,18 mg,8 mg,0.1 mg,0.2 mg
931,Molho branco com margarina,Sopas Molhos e Diversos,8.8 g,3.7 g,4.7 g,4.2 g,18.5 g,1400 mg,0.8 g,4.4 g,0 g,57.8 g,0 g,7 mg,140 µg,87 µg,0.0 µg,0.1 mg,0.03 mg,0.09 mg,1.3 mg,0.3 mg,0.05 mg,0.07 µg,0 mg,2.3 µg,1.90 g,560 mg,160 mg,98 mg,93 mg,14 mg,0.4 mg,0.5 mg
932,Molho de bife frito com manteiga,Sopas Molhos e Diversos,23.2 g,9.6 g,1.2 g,1.0 g,0.4 g,1180 mg,0 g,2 g,0 g,55.8 g,0 g,121 mg,224 µg,18 µg,0.0 µg,1 mg,0.01 mg,0.03 mg,0.8 mg,0.3 mg,0.03 mg,0.14 µg,0 mg,1.4 µg,1.10 g,470 mg,46 mg,10 mg,27 mg,4 mg,0.3 mg,0.5 mg
933,Molho de carne de vaca assada com azeite e margarina,Sopas Molhos e Diversos,19.5 g,34 g,10.3 g,9.2 g,0.3 g,1180 mg,0.1 g,2.1 g,0 g,32.7 g,0 g,7 mg,168 µg,112 µg,0.1 µg,4.9 mg,0.02 mg,0.02 mg,0.8 mg,0.4 mg,0.04 mg,0.2 µg,0 mg,0.2 µg,1.10 g,470 mg,47 mg,5 mg,25 mg,3 mg,0.3 mg,0.4 mg
934,Molho de carne de vaca assada com margarina,Sopas Molhos e Diversos,28 g,12.3 g,15.4 g,13.8 g,0.4 g,1900 mg,0.1 g,1.9 g,0 g,40 g,0 g,8 mg,336 µg,224 µg,0.1 µg,0 mg,0.02 mg,0.02 mg,0.7 mg,0.3 mg,0.03 mg,0.1 µg,0 mg,2.4 µg,2.00 g,760 mg,49 mg,6 mg,27 mg,4 mg,0.4 mg,0.4 mg
935,Molho de carne de vaca estufada com azeite e margarina,Sopas Molhos e Diversos,7 g,17.2 g,3.6 g,3.2 g,0.4 g,580 mg,0.1 g,1.7 g,0 g,69.5 g,0 g,6 mg,50 µg,53 µg,0.0 µg,3 mg,0.01 mg,0.02 mg,0.7 mg,0.3 mg,0.03 mg,0.11 µg,1 mg,1.8 µg,0.50 g,230 mg,51 mg,5 mg,23 mg,3 mg,0.2 mg,0.5 mg
936,Molho de carne de vaca estufada com vegetais azeite e margarina,Sopas Molhos e Diversos,7.1 g,17.7 g,3.6 g,3.3 g,1.3 g,580 mg,0.2 g,1.3 g,0 g,68.2 g,0 g,4 mg,50 µg,53 µg,0.0 µg,2.9 mg,0.01 mg,0.01 mg,0.5 mg,0.2 mg,0.04 mg,0.1 µg,1 mg,3 µg,0.50 g,230 mg,63 mg,5 mg,17 mg,3 mg,0.2 mg,0.4 mg
937,Molho de lombo de vaca frito com creme vegetal sem sal,Sopas Molhos e Diversos,9.1 g,9.1 g,19.3 g,19.2 g,0.2 g,240 mg,0 g,2.2 g,0 g,59.6 g,0 g,7 mg,240 µg,128 µg,0.1 µg,20 mg,0.01 mg,0.02 mg,0.8 mg,0.3 mg,0.03 mg,0.21 µg,0 mg,1.4 µg,0.20 g,95 mg,52 mg,6 mg,23 mg,4 mg,0.2 mg,0.4 mg
938,Molho de lombo de vaca frito com margarina,Sopas Molhos e Diversos,20.2 g,8.7 g,11.2 g,10.1 g,0.2 g,1720 mg,0 g,2.2 g,0 g,55.5 g,0 g,7 mg,240 µg,160 µg,0.1 µg,0 mg,0.01 mg,0.02 mg,0.8 mg,0.3 mg,0.03 mg,0.2 µg,0 mg,1.4 µg,1.80 g,690 mg,42 mg,4 mg,18 mg,3 mg,0.3 mg,0.5 mg
939,Molho de lombo de porco frito com banha,Sopas Molhos e Diversos,15.9 g,35.3 g,6.3 g,5.8 g,0 g,230 mg,0 g,2.2 g,0 g,37.4 g,0 g,55 mg,8 µg,0 µg,0.0 µg,0.7 mg,0.06 mg,0.02 mg,0.9 mg,0.4 mg,0.04 mg,0.1 µg,0 mg,0.4 µg,0.20 g,92 mg,36 mg,3 mg,23 mg,4 mg,0.1 mg,0.3 mg
940,Molho de lombo de porco frito com banha e margarina,Sopas Molhos e Diversos,20.1 g,22.9 g,9.9 g,9.0 g,0.1 g,1120 mg,0 g,2.3 g,0 g,42.3 g,0 g,31 mg,152 µg,96 µg,0.1 µg,0.4 mg,0.06 mg,0.02 mg,0.9 mg,0.4 mg,0.04 mg,0.1 µg,0 mg,0.4 µg,1.00 g,450 mg,38 mg,3 mg,24 mg,3 mg,0.2 mg,0.3 mg
941,Molho de lombo de porco frito com margarina,Sopas Molhos e Diversos,24.3 g,10.5 g,13.5 g,12.1 g,0.2 g,1550 mg,0 g,2.3 g,0 g,47.3 g,0 g,7 mg,288 µg,192 µg,0.1 µg,0.1 mg,0.07 mg,0.02 mg,0.9 mg,0.4 mg,0.04 mg,0.1 µg,0 mg,0.4 µg,1.70 g,620 mg,39 mg,4 mg,25 mg,3 mg,0.2 mg,0.3 mg
942,Molho de tomate,Sopas Molhos e Diversos,1.9 g,5.6 g,1.3 g,1.1 g,4.9 g,520 mg,2 g,1.1 g,0 g,81.8 g,0 g,0 mg,80 µg,446 µg,0 µg,2.4 mg,0.09 mg,0.04 mg,1 mg,0.8 mg,0.18 mg,0 µg,18 mg,19 µg,1.40 g,210 mg,350 mg,26 mg,30 mg,18 mg,1 mg,0.2 mg
943,Molho de tomate ketchup,Sopas Molhos e Diversos,0 g,0.1 g,0.1 g,0.1 g,26.9 g,3080 mg,1.1 g,1.7 g,0 g,67.1 g,0 g,0 mg,90 µg,537 µg,0 µg,1.5 mg,0.06 mg,0.06 mg,1.5 mg,1.3 mg,0.1 mg,0 µg,11 mg,8 µg,2.90 g,1230 mg,410 mg,13 mg,30 mg,19 mg,0.7 mg,0.2 mg
944,Molho verde,Sopas Molhos e Diversos,3.7 g,20 g,1.9 g,1.7 g,2.3 g,780 mg,1.6 g,0.7 g,0 g,67 g,0.1 g,0 mg,60 µg,359 µg,0 µg,4.1 mg,0.1 mg,0.01 mg,0.6 mg,0.5 mg,0.14 mg,0 µg,23 mg,26 µg,1.10 g,310 mg,200 mg,37 mg,25 mg,12 mg,1 mg,0.3 mg
945,Base em pó para bebida de ananás,Sopas Molhos e Diversos,0 g,0 g,0 g,0 g,89.5 g,0 mg,0 g,0 g,0 g,1 g,3.7 g,0 mg,0 µg,0 µg,0 µg,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg,0 µg,230 mg,0 µg,1.40 g,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg
946,Base em pó para bebida de laranja,Sopas Molhos e Diversos,0 g,0 g,0 g,0 g,88.9 g,0 mg,0 g,0 g,0 g,0.7 g,6.3 g,0 mg,0 µg,0 µg,0 µg,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg,0 µg,375 mg,0 µg,1.08 g,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg
947,Caldo preparado com cubo de carne de galinha (diluição 2%),Sopas Molhos e Diversos,0.1 g,0.1 g,0.1 g,0.1 g,0.2 g,820 mg,0 g,0.3 g,0 g,98.3 g,0 g,0 mg,0 µg,0 µg,0.0 µg,0.00 mg,0.00 mg,0.00 mg,0.14 mg,0.09 mg,0.00 mg,0.01 µg,0 mg,0.1 µg,0.90 g,330 mg,8 mg,6 mg,4 mg,1 mg,0 mg,0.1 mg
948,Caldo preparado com cubo de carne de vaca (diluição 2%),Sopas Molhos e Diversos,0.1 g,0.1 g,0 g,0 g,0.2 g,750 mg,0 g,0.4 g,0 g,98.3 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.00 mg,0.00 mg,0.19 mg,0.11 mg,0.00 mg,0.02 µg,0 mg,0.7 µg,0.90 g,300 mg,9 mg,8 mg,7 mg,3 mg,0 mg,0.1 mg
949,Cubo de carne de galinha para caldo,Sopas Molhos e Diversos,3.6 g,5.1 g,3.2 g,2.8 g,9 g,40800 mg,0 g,15.4 g,0 g,5.8 g,0 g,8 mg,10 µg,0 µg,0.4 µg,0.1 mg,0.08 mg,0.16 mg,7.2 mg,4.3 mg,0.2 mg,0.5 µg,0 mg,6 µg,46.1 g,16300 mg,400 mg,120 mg,200 mg,47 mg,1 mg,1.2 mg
950,Cubo de carne de vaca para caldo,Sopas Molhos e Diversos,3.1 g,3.6 g,0.3 g,0.2 g,8 g,37500 mg,0 g,19.8 g,0 g,9 g,0 g,6 mg,0 µg,0 µg,0 µg,0 mg,0.12 mg,0.21 mg,9.3 mg,5.6 mg,0.2 mg,1 µg,0 mg,33 µg,43.3 g,15000 mg,420 mg,180 mg,340 mg,110 mg,1 mg,0.8 mg
951,Canela moída,Sopas Molhos e Diversos,0.7 g,0.5 g,0.5 g,0.5 g,55.5 g,65 mg,24.4 g,3.9 g,0 g,10 g,0 g,0 mg,26 µg,155 µg,0 µg,0.1 mg,0.08 mg,0.14 mg,1.3 mg,1.3 mg,0.25 mg,0 µg,28 mg,0 µg,3.60 g,26 mg,500 mg,1230 mg,61 mg,56 mg,38 mg,2 mg
952,Farinha de alfarroba,Sopas Molhos e Diversos,0 g,0.1 g,0.1 g,0.1 g,85.6 g,88 mg,5 g,3.2 g,0 g,3.2 g,0 g,0 mg,1 µg,6 µg,0 µg,0 mg,0.05 mg,0.46 mg,1.9 mg,1.3 mg,0.37 mg,0 µg,0 mg,29 µg,2.30 g,35 mg,830 mg,350 mg,79 mg,54 mg,3 mg,0.9 mg
953,Farinha de pau (mandioca),Sopas Molhos e Diversos,0.1 g,0.1 g,0 g,0 g,84.6 g,62 mg,1.6 g,1.4 g,0 g,11 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.13 mg,0.03 mg,0.8 mg,0.7 mg,0 mg,0 µg,0 mg,10 µg,1.30 g,25 mg,20 mg,54 mg,59 mg,2 mg,1.6 mg,0.1 mg
954,Fermento fresco de padeiro,Sopas Molhos e Diversos,0.1 g,0.5 g,0 g,0 g,1 g,58 mg,7.3 g,12.9 g,0 g,73 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.81 mg,1.7 mg,15 mg,13 mg,0.72 mg,0 µg,0 mg,810 µg,2.20 g,23 mg,620 mg,20 mg,420 mg,55 mg,3.9 mg,5.2 mg
955,Fermento seco de padeiro,Sopas Molhos e Diversos,0.3 g,1.4 g,0 g,0 g,3.2 g,120 mg,19.7 g,38.3 g,0 g,5 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,2.3 mg,4.7 mg,15 mg,8.2 mg,1.9 mg,0 µg,0 mg,2500 µg,7.70 g,48 mg,2000 mg,63 mg,1250 mg,170 mg,18 mg,9.3 mg
956,Fermento em pó,Sopas Molhos e Diversos,0 g,0 g,0 g,0 g,34.4 g,46300 mg,0 g,4.7 g,0 g,12.4 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0 mg,0 mg,1 mg,0 mg,0 mg,0 µg,0 mg,0 µg,47.5 g,18500 mg,50 mg,6 mg,10500 mg,2 mg,0.5 mg,0.1 mg
957,Gelatina desidratada (pó ou folha),Sopas Molhos e Diversos,0 g,0 g,0 g,0 g,0 g,80 mg,0 g,87 g,0 g,12 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg,0 µg,0 mg,0 µg,1.30 g,32 mg,16 mg,11 mg,32 mg,11 mg,0 mg,0.2 mg
958,Pimenta moída,Sopas Molhos e Diversos,0.9 g,0.9 g,1 g,0.8 g,38.3 g,62 mg,26.5 g,10.7 g,0 g,11 g,0 g,0 mg,19 µg,114 µg,0 µg,1 mg,0.07 mg,0.18 mg,2 mg,0.68 mg,0.34 mg,0 µg,21 mg,10 µg,2.96 g,25 mg,670 mg,350 mg,180 mg,140 mg,22 mg,1.3 mg
959,Sal,Sopas Molhos e Diversos,0 g,0 g,0 g,0 g,0 g,100000 mg,0 g,0 g,0 g,0 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg,0 µg,0 mg,0 µg,98.0 g,40000 mg,0 mg,0 mg,0 mg,300 mg,0 mg,0 mg
960,Tapioca,Sopas Molhos e Diversos,0.1 g,0 g,0.1 g,0.1 g,87.5 g,10 mg,1.7 g,0.3 g,0 g,10.6 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.02 mg,0 mg,0.4 mg,0.3 mg,0 mg,0 µg,0 mg,10 µg,0.10 g,4 mg,20 mg,12 mg,6 mg,2 mg,0.9 mg,0 mg
961,Vinagre,Sopas Molhos e Diversos,0 g,0 g,0 g,0 g,0.6 g,40 mg,0 g,0.3 g,0 g,93 g,6 g,0 mg,0 µg,0 µg,0 µg,0 mg,0 mg,0 mg,0 mg,0 mg,0 mg,0 µg,0 mg,0 µg,0.20 g,16 mg,57 mg,14 mg,6 mg,5 mg,0.3 mg,0.1 mg
962,Tarte de maçã e pêssego - recheio de maçã e pêssego,NULL,0.1 g,0.0 g,0.2 g,0.1 g,10.7 g,12 mg,2.1 g,0.4 g,0 g,85.4 g,0.3 g,0 mg,32 µg,192 µg,0 µg,0.58 mg,0.02 mg,0.03 mg,0.6 mg,0.5 mg,0.03 mg,0 µg,4.6 mg,4.1 µg,0.378 g,4.7 mg,140 mg,6.3 mg,12 mg,6.3 mg,0.2 mg,0.0 mg
963,Tarte de maçã e pêssego - recheio de maçã e amêndoa,NULL,0.5 g,2.8 g,1.3 g,1.22 g,21.1 g,14 mg,2.5 g,1.9 g,0 g,68.9 g,0.2 g,0 mg,3 µg,20 µg,0 µg,2.18 mg,0.03 mg,0.09 mg,0.63 mg,0.26 mg,0.04 mg,0 µg,4.2 mg,8.1 µg,0.521 g,5.4 mg,170 mg,26 mg,38 mg,25 mg,0.5 mg,0.3 mg
964,Tarte de maçã e pêssego - massa,NULL,5.3 g,2.2 g,0.5 g,0.450 g,53.1 g,290 mg,1.6 g,6.1 g,0 g,28.6 g,0 g,26 mg,64 µg,5 µg,0.1 µg,0.4 mg,0.06 mg,0.07 mg,2.02 mg,0.62 mg,0.09 mg,0.02 µg,0 mg,15 µg,0.722 g,120 mg,97 mg,18 mg,84 mg,22 mg,0.7 mg,0.5 mg
965,Tarte de maçã e pêssego - recheio leite-creme,NULL,1.2 g,1 g,0.3 g,0.255 g,23.3 g,80 mg,0.2 g,3.9 g,0 g,68.6 g,0 g,80 mg,45 µg,9 µg,0.3 µg,0.31 mg,0.05 mg,0.17 mg,1.12 mg,0.23 mg,0.09 mg,0.25 µg,0 mg,9.9 µg,0.707 g,32 mg,130 mg,89 mg,97 mg,9.8 mg,0.5 mg,0.6 mg
966,Açorda,NULL,1 g,3.4 g,0.6 g,0.577 g,6.5 g,280 mg,3.6 g,5.3 g,0 g,78.4 g,0 g,61 mg,33 µg,26 µg,0.2 µg,0.91 mg,0.11 mg,0.1 mg,1.36 mg,0.25 mg,0.15 mg,0.15 µg,2.8 mg,62 µg,0.877 g,110 mg,250 mg,35 mg,74 mg,24 mg,1.6 mg,0.9 mg
967,Açorda à alentejana,NULL,0.7 g,1.7 g,0.6 g,0.512 g,12.3 g,580 mg,0.9 g,3.5 g,0 g,79.2 g,0 g,51 mg,27 µg,16 µg,0.2 µg,0.52 mg,0.02 mg,0.1 mg,1.18 mg,0.3 mg,0.07 mg,0.13 µg,1.8 mg,13 µg,0.818 g,230 mg,58 mg,17 mg,58 mg,9.4 mg,0.8 mg,0.4 mg
968,Açorda de bacalhau,NULL,0.6 g,2.4 g,0.4 g,0.336 g,5.7 g,680 mg,0.5 g,4.1 g,0 g,85.3 g,0 g,22 mg,9 µg,10 µg,0.7 µg,0.56 mg,0.02 mg,0.05 mg,1.11 mg,0.28 mg,0.05 mg,0.17 µg,1.6 mg,7.2 µg,0.790 g,270 mg,45 mg,14 mg,42 mg,7.9 mg,0.4 mg,0.3 mg
969,Açorda de marisco,NULL,0.2 g,0.5 g,0.2 g,0.167 g,5.4 g,420 mg,0.4 g,4.5 g,0 g,87.4 g,0 g,32 mg,15 µg,5 µg,0.1 µg,0.23 mg,0.02 mg,0.05 mg,1.58 mg,0.58 mg,0.03 mg,6.9 µg,0.6 mg,7.3 µg,0.817 g,170 mg,47 mg,22 mg,61 mg,20 mg,1.6 mg,0.4 mg
970,Empadão de carne guisada,NULL,4.2 g,3.3 g,0.4 g,0.359 g,10.9 g,830 mg,0.9 g,9.4 g,0 g,67.8 g,0 g,55 mg,39 µg,4 µg,0.3 µg,0.3 mg,0.15 mg,0.12 mg,4.1 mg,2 mg,0.41 mg,0.71 µg,7.4 mg,26 µg,1.64 g,330 mg,360 mg,30 mg,130 mg,17 mg,0.5 mg,1.3 mg
971,Empadão de carne com margarina,NULL,2.4 g,2.5 g,0.7 g,0.670 g,10.7 g,480 mg,1.1 g,6.6 g,0.8 g,73.3 g,0 g,24 mg,27 µg,54 µg,0.2 µg,0.25 mg,0.15 mg,0.08 mg,3.13 mg,1.7 mg,0.37 mg,0.46 µg,8.3 mg,24 µg,1.22 g,190 mg,340 mg,22 mg,90 mg,15 mg,0.5 mg,0.9 mg
972,Empadão de carne com manteiga,NULL,2.6 g,2.5 g,0.3 g,0.273 g,10.7 g,460 mg,1.1 g,6.6 g,0.8 g,73.3 g,0 g,29 mg,26 µg,46 µg,0.2 µg,0.29 mg,0.15 mg,0.08 mg,3.13 mg,1.7 mg,0.37 mg,0.46 µg,8.3 mg,24 µg,1.19 g,180 mg,350 mg,22 mg,91 mg,15 mg,0.5 mg,0.9 mg
973,Cozido à portuguesa,NULL,1.5 g,1.7 g,0.5 g,0.388 g,3.8 g,500 mg,1.5 g,4.2 g,0 g,85.1 g,0 g,12 mg,97 µg,580 µg,0.1 µg,0.14 mg,0.14 mg,0.04 mg,1.82 mg,0.97 mg,0.13 mg,0.23 µg,21 mg,41 µg,1.09 g,200 mg,190 mg,26 mg,62 mg,13 mg,1 mg,0.7 mg
